ID,SpeedPct,MaxSpeed,STDSpeed,MeanSpeed,DuplcateLL,isWeekend,PTClosed,AccelPct,MaxAccel,STDAccel,MeanAccel,TotalDistance,Bixies_bixie,Bixies_no_bixie,RushType_MR,RushType_NR,RushType_S,City_d,City_e,City_n,City_v,City_w,Mode
21,-0.7202174920811187,-0.8812459496505218,-0.9529042433939608,-0.669828728122604,-0.23808602157061334,0.0,0.0,-0.7222101129127786,-0.643188517503022,-0.8895094173915928,0.10918305432212658,-0.6176670380689929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,No Green House
45,-0.0940830504389216,-0.2257829429909338,-0.3283933597326237,0.013253313536347969,-0.23808602157061334,0.0,0.0,-0.05429410478785715,0.008820640208291703,-0.049294341555276254,-0.018457756796961274,0.010942587991811947,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No Green House
67,0.3083298640101454,0.07045660167936076,0.7520837425811179,0.4624104687431898,-0.23808602157061334,0.0,0.0,9.241351200281137,0.426674317106092,-0.945546199207213,22.02288930132131,-0.6462669328951024,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Green House
183,-0.7756719066585681,-0.6902992709733768,-0.7005299821570172,-0.780147201003501,-0.23808602157061334,0.0,0.0,-0.7028772227179128,-0.51309191134446,-0.7789504323882938,0.24030944300762425,-0.4877598669499093,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No Green House
213,-0.5802611256499056,-0.6673421698021402,-0.5096345539177511,-0.6657593968117471,-0.23808602157061334,0.0,0.0,-0.7079504678395906,-0.46817363391194045,-0.6793148947636873,0.07912237464641529,-0.5725398509179133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,No Green House
318,-0.9407148071866913,-0.8352732610945546,-0.8664683322600708,-0.9295862340071477,-0.23808602157061334,0.0,0.0,-0.8112521639732022,0.5701264372954159,-0.07069098074235192,0.8687361814956308,-0.3366260918042176,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No Green House
508,3.343468834938386,2.4143523276507355,2.4469403814616504,3.4936130917846784,-0.23808602157061334,1.0,0.0,0.18965982082325245,0.45153745017560276,0.53544934457487,-0.33124376131836225,3.69375099492502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Green House
586,-0.7215378352853437,-0.8266897524405287,-0.8648795972520001,-0.6666913286641675,-0.23808602157061334,0.0,0.0,-0.7739386970173656,-0.5887459129095257,-0.8067725860892575,0.167583957242774,-0.6047983180045553,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Green House
588,-0.9407148071866913,-1.056027840712167,-1.0063003267657102,-0.9439891731059872,-0.23808602157061334,0.0,0.0,-0.8112521639732022,-0.6658140155159036,-0.945546199207213,0.10198617761558999,-0.6524157237417985,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No Green House
626,0.011252643059523452,-0.11240768896895008,-0.3340977168708728,0.15998503587859747,-0.23808602157061334,0.0,0.0,0.3014329247657676,-0.1454275612196277,0.03151280774309525,0.05744116583202983,-0.33543057352868183,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,No Green House
642,0.38127882604357566,0.4654838814776454,0.25686097620307174,0.41455368423212413,-0.23808602157061334,0.0,0.0,2.120757150600979,0.6591917118634726,1.2366607227442998,-0.28551448112734507,-0.1261339818326434,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Green House
690,2.3971127470769122,1.6778437184475008,1.6898869847097644,2.382704160001827,-0.23808602157061334,0.0,0.0,1.1628356288076371,0.3054662920370833,0.9617041690781496,-0.3842978974868391,0.5520045546631778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No Green House
749,-0.9407148071866913,-1.056027840712167,-1.0063003267657102,-0.9439891731059872,-0.23808602157061334,0.0,0.0,-0.8112521639732022,-0.6658140155159036,-0.945546199207213,0.10198617761558999,-0.622512267077629,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No Green House
837,-0.23182767752790495,-0.08018042943039477,0.15178638123912658,-0.33571860269077086,-0.23808602157061334,0.0,0.0,0.1964620796562343,0.9946963912777465,0.7732019093802053,0.6188483776473543,-0.3817852569662788,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Green House
838,-0.15709113877661807,-0.1821184239468844,-0.22296890034099834,-0.10721419675792251,-0.23808602157061334,0.0,0.0,-0.3928703172090112,-0.4093917244817019,-0.477333819444657,-0.14758571290252465,-0.3040385826701743,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,No Green House
863,-0.5687081100234646,-0.3548796707900044,-0.15646622345571268,-0.6749399295143382,-0.23808602157061334,1.0,0.0,-0.7868348173708672,-0.34965245458373884,-0.5136295350156195,0.38991697677361425,-0.5260918762283634,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No Green House
893,-0.7070140600388688,-0.7529378562122044,-0.8597948309311404,-0.6489529548030066,-0.23808602157061334,0.0,0.0,-0.7213923731153682,-0.6009950212087294,-0.7122744703035484,-0.07657569346104362,0.10785696612805137,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No Green House
912,-0.9407148071866913,-1.0088221818870908,-0.9749194446482928,-0.9411700748943568,-0.23808602157061334,1.0,0.0,-0.8112521639732022,-0.617761160173038,-0.9083556219605403,0.1306624000197079,-0.5137086068985437,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No Green House
970,-0.34259930797197236,0.16037329323177363,0.2953368981115392,-0.5790480277962446,-0.23808602157061334,1.0,0.0,-0.8112521639732022,0.46923179787185687,0.23783435555017093,0.6279005957139793,-0.41777115186496805,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Green House
1055,-0.938875859133095,-1.050399337100104,-0.9960533756338397,-0.9414681875617985,-0.23808602157061334,0.0,0.0,-0.8112521639732022,-0.6658140155159036,-0.940767456423853,0.08577338593325214,-0.636827734028952,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,No Green House
1130,-0.7344111815265373,-0.8034528536288649,-0.7316859203300344,-0.6837961891731439,-0.23808602157061334,0.0,0.0,-0.695074702755396,-0.6405623436265268,-0.8778576721773218,0.17828309624598976,-0.5910427349436459,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No Green House
1209,0.7783720447142402,0.47457658101264427,0.2346601405477981,0.8672639331058317,-0.23808602157061334,0.0,0.0,0.9286214952246645,0.9933891720954109,0.8918144136079355,0.41378115129275217,-0.2543627772695918,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Green House
1216,-0.7743515634543431,-0.910544648152185,-0.8988815570938065,-0.7427129309262851,-0.23808602157061334,0.0,0.0,-0.7136837503211282,-0.65249011113054,-0.9080561210071213,0.19243141244228176,-0.636438543872697,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No Green House
1242,0.354871961959076,0.25736209212100436,0.7806380991088544,0.08128982671625895,1.7925535912185016,0.0,0.0,1.3179638525276829,0.30048329545091296,1.1582916313521099,-0.6481957002019016,-0.41114116852792687,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Green House
1255,-0.9407148071866913,-0.8832665456979455,-0.8197796183302274,-0.9080469863456837,-0.23808602157061334,0.0,0.0,-0.8112521639732022,-0.5778831008248605,-0.8238049560669025,0.18561638118161522,-0.5685283250937281,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Green House
1283,0.6374254076632231,0.9282011567842601,0.9407241491209012,0.5354316433301399,-0.23808602157061334,0.0,0.0,1.3189777649164927,0.6690903672441083,0.814019149158103,0.4947171811717434,0.428203520456481,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No Green House
1286,-0.9407148071866913,-1.056027840712167,-1.0063003267657102,-0.9439891731059872,-0.23808602157061334,0.0,0.0,-0.8112521639732022,-0.6658140155159036,-0.945546199207213,0.10198617761558999,-0.3733642500887108,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Green House
1297,-0.9407148071866913,-0.9024622504951922,-0.8335322958205411,-0.9075510283333993,-0.23808602157061334,1.0,0.0,-0.8112521639732022,-0.5915433594626233,-0.8634904361675831,0.12277749860553223,-0.34271671022989114,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,No Green House
1299,0.5226910161084029,0.4587416447724436,0.2911374963617865,0.547424295279073,-0.23808602157061334,0.0,0.0,1.4314691882012769,0.5983410005952781,1.0574941163284297,-0.45655933555692835,0.18975767791415968,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Green House
1351,2.3673443130266514,2.049123716570961,2.6601885028618577,1.644228768973858,-0.23808602157061334,0.0,0.0,0.3527425529186092,0.18625915422890654,0.2000429184091868,0.044187226037186104,2.1723442853403236,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Green House
1356,-0.19208021039112436,-0.019460093722294878,-0.48526594383640975,-0.06288202015884457,-0.23808602157061334,0.0,0.0,0.025225556795002126,0.15322901255040897,-0.15605762936735457,0.2729052365348656,0.09761601281253053,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No Green House
1370,-0.11517021874501888,-0.19424198478394003,-0.5721143221889365,0.06885487339237009,-0.23808602157061334,0.0,0.0,-0.1866821324662768,0.03934733921890511,-0.30381069107018727,0.12077623273927687,0.3237302213208585,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No Green House
